ticker,cex,symbolToken,scToken,decToken,tickerPair,symbolPair,scPair,decPair,chain,modalCtD,modalDtC,minPnl
"SPK","binance","SPKUSDT","0xaff2e841851700d1fc101995ee6b81ae21bb87d7","18","USDT","","0x55d398326f99059fF775485246999027B3197955","18","bsc","20","15","0.04"
"CTSI","binance","CTSIUSDT","0x8da443f84fea710266c8eb6bc34b71702d033ef2","18","USDT","","0x55d398326f99059fF775485246999027B3197955","18","bsc","20","15","0.04"
"CTSI","indodax","ctsiidr","0x8da443f84fea710266c8eb6bc34b71702d033ef2","18","USDT","","0x55d398326f99059fF775485246999027B3197955","18","bsc","20","15","0.04"
"CTSI","binance","CTSIUSDT","0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d","18","ETH","ETHUSDT","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","18","ethereum","30","20","0.06"
"ZBT","binance","ZBTUSDT","0xfab99fcf605fd8f4593edb70a43ba56542777777","18","ETH","ETHUSDT","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","18","ethereum","30","20","0.06"
"TREE","binance","TREEUSDT","0x77146784315ba81904d654466968e3a7c196d1f3","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"TURTLE","binance","TURTLEUSDT","0x66fd8de541c0594b4dccdfc13bf3a390e50d3afd","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"TEN","indodax","tenidr","0x4FB9B20DaFE45d91ae287f2E07B2e79709308178","18","USDC","usdcidr","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","6","base","100","100","0.2"
"SAO","gate","SAO_USDT","0x3ef389f264e07fff3106a3926f2a166d1393086f","9","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"BUBBLE","gate","BUBBLE_USDT","0xe9689028ede16c2fdfe3d11855d28f8e3fc452a3","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"ZND","gate","ZND_USDT","0x2d8ea194902bc55431420bd26be92b0782dce91d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"TREAT","gate","TREAT_USDT","0xa02c49da76a085e4e1ee60a6b920ddbc8db599f4","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"TRADE","gate","TRADE_USDT","0x6e5970dbd6fc7eb1f29c6d2edf2bc4c36124c0c1","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"LEO","gate","LEO_USDT","0x2AF5D2aD76741191D15Dfe7bF6aC92d4Bd912Ca3","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"HIFI","indodax","hifiidr","0x4b9278b94a1112cAD404048903b8d343a810B07e","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"HIFI","mexc","HIFIUSDT","0x4b9278b94a1112cAD404048903b8d343a810B07e","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"KAITO","binance","KAITOUSDT","0x98d0baa52b2d063e780de12f615f963fe8537553","18","USDC","USDCUSDT","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","6","base","100","100","0.2"
"KAITO","indodax","kaitoidr","0x98d0baa52b2d063e780de12f615f963fe8537553","18","USDC","usdcidr","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","6","base","100","100","0.2"
"KAITO","gate","KAITO_USDT","0x98d0baa52b2d063e780de12f615f963fe8537553","18","USDC","USDC_USDT","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","6","base","100","100","0.2"
"VVV","indodax","vvvidr","0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf","18","USDC","usdcidr","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","6","base","100","100","0.2"
"VVV","gate","VVV_USDT","0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf","18","USDC","USDC_USDT","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","6","base","100","100","0.2"
"VVV","mexc","VVVUSDT","0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf","18","USDC","USDCUSDT","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","6","base","100","100","0.2"
"MSHD","indodax","mshdidr","0x06CE168FF4Ca760768f42C440d4266BA705E2F21","9","USDT","","0x55d398326f99059fF775485246999027B3197955","18","bsc","20","15","0.04"
"TOKEN","indodax","tokenidr","0x4507cef57c46789ef8d1a19ea45f4216bae2b528","9","USDT","","0x55d398326f99059fF775485246999027B3197955","18","bsc","20","15","0.04"
"TOKEN","gate","TOKEN_USDT","0x4507cef57c46789ef8d1a19ea45f4216bae2b528","9","USDT","","0x55d398326f99059fF775485246999027B3197955","18","bsc","20","15","0.04"
"CEL","indodax","celidr","0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d","4","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"CEL","gate","CEL_USDT","0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d","4","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"DVI","indodax","dviidr","0x10633216e7e8281e33c86f02bf8e565a635d9770","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"BOND","indodax","bondidr","0x0391D2021f89DC339F60Fff84546EA23E337750f","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"BOND","gate","BOND_USDT","0x0391D2021f89DC339F60Fff84546EA23E337750f","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"ISLM","indodax","islmidr","0xF10c41cA085FC8d9326a65408D14Dae28A3E69a5","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"PLTRON","gate","PLTRON_USDT","0x0c666485b02f7a87d21add7aeb9f5e64975aa490","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"LVVA","gate","LVVA_USDT","0x6243558a24cc6116abe751f27e6d7ede50abfc76","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"SGT","indodax","sgtidr","0x5b649C07E7Ba0a1C529DEAabEd0b47699919B4a2","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"SGT","mexc","SGTUSDT","0x5b649C07E7Ba0a1C529DEAabEd0b47699919B4a2","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"TOKO","indodax","tokoidr","0xa0f0546eb5e3ee7e8cfc5da12e5949f3ae622675","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"TOKO","gate","TOKO_USDT","0xa0f0546eb5e3ee7e8cfc5da12e5949f3ae622675","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"SLAY","gate","SLAY_USDT","0x51477a3002ee04b7542adfe63ccdb50c00ee5147","6","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"SLAY","mexc","SLAYUSDT","0x51477a3002ee04b7542adfe63ccdb50c00ee5147","6","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","30","20","0.06"
"PLTRON","gate","PLTRON_USDT","0x0c666485b02f7a87d21add7aeb9f5e64975aa490","18","ETH","ETH_USDT","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","18","ethereum","30","20","0.06"
"ELF","indodax","elfidr","0xa3f020a5C92e15be13CAF0Ee5C95cF79585EeCC9","18","USDT","","0x55d398326f99059fF775485246999027B3197955","18","bsc","20","15","0.04"
